Human_ENSEMBL,Human_GeneName,Zebrafish_ENSEMBL,Zebrafish_GeneName
ENSG00000139687,RB1,ENSDARG00000006782,rb1
ENSG00000124151,NCOA3,ENSDARG00000077404,ncoa3
ENSG00000185291,IL3RA,ENSDARG00000039863,lifrb
ENSG00000185291,IL3RA,ENSDARG00000098857,lifra
ENSG00000185291,IL3RA,ENSDARG00000026736,il11ra
ENSG00000185291,IL3RA,ENSDARG00000104474,il6r
ENSG00000185291,IL3RA,ENSDARG00000053702,il2rgb
ENSG00000185291,IL3RA,ENSDARG00000068858,il2rga
ENSG00000185291,IL3RA,ENSDARG00000090632,BX601644.2
ENSG00000185291,IL3RA,ENSDARG00000007671,ghrb
ENSG00000185291,IL3RA,ENSDARG00000054771,ghra
ENSG00000102683,SGCG,ENSDARG00000038107,sgcg
ENSG00000078043,PIAS2,ENSDARG00000092979,pias2
ENSG00000139746,RBM26,ENSDARG00000104130,rbm26
ENSG00000182162,P2RY8,ENSDARG00000055560,p2ry8
ENSG00000169100,SLC25A6,ENSDARG00000005853,slc25a6
ENSG00000172404,DNAJB7,ENSDARG00000056005,dnajc18
ENSG00000172404,DNAJB7,ENSDARG00000020953,dnajb6b
ENSG00000172404,DNAJB7,ENSDARG00000099383,dnajb1a
ENSG00000172404,DNAJB7,ENSDARG00000041394,dnajb1b
ENSG00000160183,TMPRSS3,ENSDARG00000053315,tmprss3a
ENSG00000160183,TMPRSS3,ENSDARG00000036545,tmprss3b
ENSG00000100105,PATZ1,ENSDARG00000076584,patz1
ENSG00000125266,EFNB2,ENSDARG00000020164,efnb2a
ENSG00000125266,EFNB2,ENSDARG00000074050,efnb2b
ENSG00000167220,HDHD2,ENSDARG00000024728,hdhd2
ENSG00000196433,ASMT,ENSDARG00000098249,asmt
ENSG00000102780,DGKH,ENSDARG00000018716,dgkh
ENSG00000138944,SHISAL1,ENSDARG00000045594,shisal1a
ENSG00000138944,SHISAL1,ENSDARG00000067710,shisal1b
ENSG00000196236,XPNPEP3,ENSDARG00000007916,xpnpep3
ENSG00000134049,IER3IP1,ENSDARG00000039601,ier3ip1
ENSG00000215474,SKOR2,ENSDARG00000063614,skor2
ENSG00000124089,MC3R,ENSDARG00000021369,mc3r
ENSG00000169084,DHRSX,ENSDARG00000034577,si:dkey-23o4.6
ENSG00000169084,DHRSX,ENSDARG00000054797,zgc:153441
ENSG00000177426,TGIF1,ENSDARG00000059337,tgif1
ENSG00000183579,ZNRF3,ENSDARG00000062573,znrf3
ENSG00000146950,SHROOM2,ENSDARG00000076371,SHROOM2
ENSG00000146950,SHROOM2,ENSDARG00000076416,shroom2a
ENSG00000100266,PACSIN2,ENSDARG00000078014,pacsin2
ENSG00000011201,ANOS1,ENSDARG00000112637,ANOS1
ENSG00000011201,ANOS1,ENSDARG00000012896,anos1a
ENSG00000124126,PREX1,ENSDARG00000075793,prex1
ENSG00000169093,ASMTL,ENSDARG00000021433,asmtl
ENSG00000141384,TAF4B,ENSDARG00000075732,taf4b
ENSG00000136143,SUCLA2,ENSDARG00000005359,sucla2
ENSG00000177138,FAM9B,ENSDARG00000013438,sycp3
ENSG00000160188,RSPH1,ENSDARG00000102261,RSPH1
ENSG00000139910,NOVA1,ENSDARG00000017673,nova2
ENSG00000139910,NOVA1,ENSDARG00000020178,nova1
ENSG00000004961,HCCS,ENSDARG00000099358,hccsb
ENSG00000004961,HCCS,ENSDARG00000028131,hccsa.1
ENSG00000004961,HCCS,ENSDARG00000095776,hccsa.2
ENSG00000160190,SLC37A1,ENSDARG00000086103,slc37a1
ENSG00000124212,PTGIS,ENSDARG00000060094,ptgis
ENSG00000146938,NLGN4X,ENSDARG00000077761,nlgn4xb
ENSG00000146938,NLGN4X,ENSDARG00000079455,nlgn4xa
ENSG00000209482,SNORD83A,ENSDARG00000083950,SNORD83A
ENSG00000278263,,ENSDARG00000096340,ighv8-2
ENSG00000278263,,ENSDARG00000096255,ighv8-1
ENSG00000278263,,ENSDARG00000096259,ighv4-1
ENSG00000201793,RN7SKP9,ENSDARG00000081270,rn7sk
ENSG00000169508,GPR183,ENSDARG00000010317,gpr183a
ENSG00000169508,GPR183,ENSDARG00000074302,gpr183b
ENSG00000054803,CBLN4,ENSDARG00000061240,cbln4
ENSG00000199477,SNORA31,ENSDARG00000084532,CR339054.3
ENSG00000139826,ABHD13,ENSDARG00000059209,abhd13
ENSG00000160191,PDE9A,ENSDARG00000108939,PDE9A
ENSG00000160191,PDE9A,ENSDARG00000060280,pde9a
ENSG00000160191,PDE9A,ENSDARG00000076650,pde9al
ENSG00000054793,ATP9A,ENSDARG00000115869,ATP9A
ENSG00000139684,ESD,ENSDARG00000019496,esd
ENSG00000118271,TTR,ENSDARG00000037191,ttr
ENSG00000183304,FAM9A,ENSDARG00000013438,sycp3
ENSG00000151413,NUBPL,ENSDARG00000054821,nubpl
ENSG00000100220,RTCB,ENSDARG00000101047,rtcb
ENSG00000170558,CDH2,ENSDARG00000018693,cdh2
ENSG00000102468,HTR2A,ENSDARG00000058165,htr2ab
ENSG00000102468,HTR2A,ENSDARG00000057029,htr2aa
ENSG00000125970,RALY,ENSDARG00000059972,raly
ENSG00000083544,TDRD3,ENSDARG00000025421,tdrd3
ENSG00000129515,SNX6,ENSDARG00000058444,snx6
ENSG00000101955,SRPX,ENSDARG00000010318,srpx
ENSG00000128245,YWHAH,ENSDARG00000005560,ywhah
ENSG00000133104,SPART,ENSDARG00000103457,spartb
ENSG00000133104,SPART,ENSDARG00000068782,sparta
ENSG00000128203,ASPHD2,ENSDARG00000059629,asphd2
ENSG00000126010,GRPR,ENSDARG00000056620,grpr
ENSG00000100104,SRRD,ENSDARG00000059028,srrd
ENSG00000177324,BEND2,ENSDARG00000033616,selenon
ENSG00000177324,BEND2,ENSDARG00000058978,zgc:113423
ENSG00000089101,CFAP61,ENSDARG00000079997,si:zfos-223e1.2
ENSG00000100109,TFIP11,ENSDARG00000056932,tfip11
ENSG00000147027,TMEM47,ENSDARG00000057322,tmem47
ENSG00000166140,ZFYVE19,ENSDARG00000003642,zfyve19
ENSG00000197976,AKAP17A,ENSDARG00000104768,akap17a
ENSG00000102572,STK24,ENSDARG00000023878,stk24b
ENSG00000102572,STK24,ENSDARG00000100955,stk24a
ENSG00000087301,TXNDC16,ENSDARG00000032256,txndc16
ENSG00000202093,SNORD58C,ENSDARG00000081849,CR339054.1
ENSG00000202093,SNORD58C,ENSDARG00000082811,CR339054.2
ENSG00000101670,LIPG,ENSDARG00000031044,lipg
ENSG00000091482,SMPX,ENSDARG00000045302,smpx
ENSG00000100122,CRYBB1,ENSDARG00000068507,crybb1
ENSG00000196139,AKR1C3,ENSDARG00000099728,zgc:56622
ENSG00000196139,AKR1C3,ENSDARG00000004167,zgc:110366
ENSG00000196139,AKR1C3,ENSDARG00000035257,akr1a1a
ENSG00000196139,AKR1C3,ENSDARG00000054934,zgc:101765
ENSG00000196139,AKR1C3,ENSDARG00000044544,zgc:110782
ENSG00000196431,CRYBA4,ENSDARG00000024548,cryba4
ENSG00000133466,C1QTNF6,ENSDARG00000055175,c1qtnf6a
ENSG00000149970,CNKSR2,ENSDARG00000073707,cnksr2b
ENSG00000149970,CNKSR2,ENSDARG00000074480,cnksr2a
ENSG00000141627,DYM,ENSDARG00000042555,dym
ENSG00000278195,SSTR3,ENSDARG00000101655,sstr5
ENSG00000136161,RCBTB2,ENSDARG00000090687,rcbtb2
ENSG00000124216,SNAI1,ENSDARG00000056995,snai1a
ENSG00000124216,SNAI1,ENSDARG00000040046,snai2
ENSG00000124216,SNAI1,ENSDARG00000046019,snai1b
ENSG00000100519,PSMC6,ENSDARG00000037038,psmc6
ENSG00000104081,BMF,ENSDARG00000041414,bmf2
ENSG00000185736,ADARB2,ENSDARG00000071823,adarb2
ENSG00000101194,SLC17A9,ENSDARG00000042954,slc17a9a
ENSG00000101194,SLC17A9,ENSDARG00000011049,slc17a9b
ENSG00000104044,OCA2,ENSDARG00000061303,oca2
ENSG00000132965,ALOX5AP,ENSDARG00000054755,alox5ap
ENSG00000178473,UCN3,ENSDARG00000087241,ucn3l
ENSG00000032742,IFT88,ENSDARG00000027234,ift88
ENSG00000196628,TCF4,ENSDARG00000107408,TCF4
ENSG00000067082,KLF6,ENSDARG00000029072,klf6a
ENSG00000132825,PPP1R3D,ENSDARG00000076248,ppp1r3db
ENSG00000132825,PPP1R3D,ENSDARG00000077513,ppp1r3da
ENSG00000101132,PFDN4,ENSDARG00000061228,pfdn4
ENSG00000165629,ATP5F1C,ENSDARG00000045514,atp5f1c
ENSG00000102445,RUBCNL,ENSDARG00000088402,rubcnl
ENSG00000180998,GPR137C,ENSDARG00000045289,gpr137c
ENSG00000124215,CDH26,ENSDARG00000078404,cdh26.1
ENSG00000100014,SPECC1L,ENSDARG00000042232,specc1lb
ENSG00000100014,SPECC1L,ENSDARG00000006719,specc1la
ENSG00000126773,PCNX4,ENSDARG00000060785,pcnx4
ENSG00000125247,TMTC4,ENSDARG00000020447,tmtc4
ENSG00000134146,DPH6,ENSDARG00000042839,dph6
ENSG00000197586,ENTPD6,ENSDARG00000008757,entpd6
ENSG00000151655,ITIH2,ENSDARG00000045516,itih2
ENSG00000126778,SIX1,ENSDARG00000039304,six1a
ENSG00000126778,SIX1,ENSDARG00000026473,six1b
ENSG00000166068,SPRED1,ENSDARG00000041449,spred1
ENSG00000128271,ADORA2A,ENSDARG00000033706,adora2aa
ENSG00000154001,PPP2R5E,ENSDARG00000015474,ppp2r5ea
ENSG00000154001,PPP2R5E,ENSDARG00000069118,ppp2r5eb
ENSG00000133106,EPSTI1,ENSDARG00000074696,zgc:194621
ENSG00000248905,FMN1,ENSDARG00000102003,CU695215.3
ENSG00000248905,FMN1,ENSDARG00000011975,fmn1
ENSG00000248905,FMN1,ENSDARG00000100805,si:ch1073-209e23.1
ENSG00000100024,UPB1,ENSDARG00000011521,upb1
ENSG00000127863,TNFRSF19,ENSDARG00000041869,tnfrsf19
ENSG00000100028,SNRPD3,ENSDARG00000076283,snrpd3l
ENSG00000151468,CCDC3,ENSDARG00000026052,ccdc3a
ENSG00000139832,RAB20,ENSDARG00000005049,rab20
ENSG00000151657,KIN,ENSDARG00000045515,kin
ENSG00000134905,CARS2,ENSDARG00000078546,cars2
ENSG00000100031,GGT1,ENSDARG00000023526,ggt1a
ENSG00000100031,GGT1,ENSDARG00000018342,ggt1b
ENSG00000100031,GGT1,ENSDARG00000075055,ggt1l2.1
ENSG00000100031,GGT1,ENSDARG00000075541,si:ch73-236c18.3
ENSG00000100031,GGT1,ENSDARG00000092350,si:dkey-222h21.12
ENSG00000100031,GGT1,ENSDARG00000087054,ggt1l2.2
ENSG00000100031,GGT1,ENSDARG00000091254,si:ch73-59p9.2
ENSG00000100031,GGT1,ENSDARG00000098576,CU914631.1
ENSG00000176244,ACBD7,ENSDARG00000094730,acbd7
ENSG00000166450,PRTG,ENSDARG00000100044,prtga
ENSG00000166450,PRTG,ENSDARG00000040442,prtgb
ENSG00000198252,STYX,ENSDARG00000057699,styx
ENSG00000152464,RPP38,ENSDARG00000040350,rpp38
ENSG00000123243,ITIH5,ENSDARG00000045517,itih5
ENSG00000120158,RCL1,ENSDARG00000038312,rcl1
ENSG00000036473,OTC,ENSDARG00000062147,otc
ENSG00000126790,L3HYPDH,ENSDARG00000103763,l3hypdh
ENSG00000051180,RAD51,ENSDARG00000041411,rad51
ENSG00000147041,SYTL5,ENSDARG00000062135,sytl5
ENSG00000120662,MTRF1,ENSDARG00000033579,mtrf1
ENSG00000134020,PEBP4,ENSDARG00000107065,PEBP4
ENSG00000130701,RBBP8NL,ENSDARG00000087032,rbbp8l
ENSG00000260314,MRC1,ENSDARG00000102100,mrc1a
ENSG00000260314,MRC1,ENSDARG00000038822,mrc1b
ENSG00000224960,PPP4R3C,ENSDARG00000103415,ppp4r3b
ENSG00000101439,CST3,ENSDARG00000069192,zgc:163030
ENSG00000101439,CST3,ENSDARG00000007795,cst3
ENSG00000184302,SIX6,ENSDARG00000025187,six6a
ENSG00000184302,SIX6,ENSDARG00000031316,six6b
ENSG00000173698,ADGRG2,ENSDARG00000094386,adgrg4b
ENSG00000044459,CNTLN,ENSDARG00000033345,cntln
ENSG00000168546,GFRA2,ENSDARG00000044015,gfra2b
ENSG00000168546,GFRA2,ENSDARG00000042723,gfra2a
ENSG00000100625,SIX4,ENSDARG00000004695,six4a
ENSG00000100625,SIX4,ENSDARG00000031983,six4b
ENSG00000101193,GID8,ENSDARG00000037589,gid8b
ENSG00000101193,GID8,ENSDARG00000022768,gid8a
ENSG00000166734,GOLM2,ENSDARG00000074490,casc4
ENSG00000147885,IFNA16,ENSDARG00000069012,ifnphi2
ENSG00000147885,IFNA16,ENSDARG00000070676,ifnphi3
ENSG00000219438,TAFA5,ENSDARG00000045608,tafa5b
ENSG00000219438,TAFA5,ENSDARG00000068100,tafa5l
ENSG00000219438,TAFA5,ENSDARG00000069160,tafa5a
ENSG00000147874,HAUS6,ENSDARG00000101652,haus6
ENSG00000107611,CUBN,ENSDARG00000087013,cubn
ENSG00000100030,MAPK1,ENSDARG00000027552,mapk1
ENSG00000100614,PPM1A,ENSDARG00000043250,ppm1ab
ENSG00000100614,PPM1A,ENSDARG00000032155,ppm1aa
ENSG00000102760,RGCC,ENSDARG00000035810,rgcc
ENSG00000185053,SGCZ,ENSDARG00000106258,SGCZ
ENSG00000102763,VWA8,ENSDARG00000078593,vwa8
ENSG00000198791,CNOT7,ENSDARG00000032116,cnot7
ENSG00000100330,MTMR3,ENSDARG00000098201,mtmr3
ENSG00000100330,MTMR3,ENSDARG00000093364,mtmr3
ENSG00000101365,IDH3B,ENSDARG00000044753,idh3b
ENSG00000122692,SMU1,ENSDARG00000051970,smu1b
ENSG00000122692,SMU1,ENSDARG00000002538,smu1a
ENSG00000100612,DHRS7,ENSDARG00000003444,dhrs7
ENSG00000142178,SIK1,ENSDARG00000058606,sik1
ENSG00000107614,TRDMT1,ENSDARG00000034518,trdmt1
ENSG00000160207,HSF2BP,ENSDARG00000035080,hsf2bp
ENSG00000164985,PSIP1,ENSDARG00000077405,psip1b
ENSG00000164985,PSIP1,ENSDARG00000104710,psip1a
ENSG00000125249,RAP2A,ENSDARG00000077553,rap2aa
ENSG00000125249,RAP2A,ENSDARG00000040246,rap2ab
ENSG00000100731,PCNX1,ENSDARG00000011819,pcnx1
ENSG00000138613,APH1B,ENSDARG00000005612,aph1b
ENSG00000179388,EGR3,ENSDARG00000089156,egr3
ENSG00000139679,LPAR6,ENSDARG00000069441,lpar6b
ENSG00000139679,LPAR6,ENSDARG00000062552,lpar6a
ENSG00000142182,DNMT3L,ENSDARG00000052402,dnmt3ba
ENSG00000142182,DNMT3L,ENSDARG00000057830,dnmt3bb.2
ENSG00000142182,DNMT3L,ENSDARG00000057863,dnmt3bb.3
ENSG00000213995,NAXD,ENSDARG00000077119,naxd
ENSG00000221818,EBF2,ENSDARG00000042525,ebf2
ENSG00000125977,EIF2S2,ENSDARG00000053047,eif2s2
ENSG00000160224,AIRE,ENSDARG00000056784,aire
ENSG00000121743,GJA3,ENSDARG00000021889,gja3
ENSG00000165474,GJB2,ENSDARG00000042707,cx30.3
ENSG00000171877,FRMD5,ENSDARG00000075942,FRMD5
ENSG00000171877,FRMD5,ENSDARG00000079622,frmd5
ENSG00000121742,GJB6,ENSDARG00000042707,cx30.3
ENSG00000148481,MINDY3,ENSDARG00000028715,mindy3
ENSG00000104714,ERICH1,ENSDARG00000078130,CR391986.1
ENSG00000154930,ACSS1,ENSDARG00000044142,acss1
ENSG00000141959,PFKL,ENSDARG00000060504,pfkla
ENSG00000141959,PFKL,ENSDARG00000099755,pfklb
ENSG00000155975,VPS37A,ENSDARG00000017119,vps37a
ENSG00000121741,ZMYM2,ENSDARG00000027353,zmym2
ENSG00000137074,APTX,ENSDARG00000027143,aptx
ENSG00000165309,ARMC3,ENSDARG00000074708,armc3
ENSG00000179600,GPHB5,ENSDARG00000027472,gphb5
ENSG00000020426,MNAT1,ENSDARG00000002077,mnat1
ENSG00000159167,STC1,ENSDARG00000058476,stc1l
ENSG00000159167,STC1,ENSDARG00000003303,stc1
ENSG00000137770,CTDSPL2,ENSDARG00000061587,ctdspl2a
ENSG00000137770,CTDSPL2,ENSDARG00000060586,ctdspl2b
ENSG00000158470,B4GALT5,ENSDARG00000010301,b4galt6
ENSG00000198042,MAK16,ENSDARG00000003527,mak16
ENSG00000020256,ZFP64,ENSDARG00000061147,zfp64
ENSG00000179476,C14orf28,ENSDARG00000102021,C17H14orf28
ENSG00000160226,CFAP410,ENSDARG00000099397,cfap410
ENSG00000147421,HMBOX1,ENSDARG00000027082,hmbox1a
ENSG00000147421,HMBOX1,ENSDARG00000109287,HMBOX1
ENSG00000157456,CCNB2,ENSDARG00000036180,ccnb2
ENSG00000150867,PIP4K2A,ENSDARG00000063544,pip4k2ab
ENSG00000150867,PIP4K2A,ENSDARG00000003776,pip4k2aa
ENSG00000150456,EEF1AKMT1,ENSDARG00000040584,eef1akmt1
ENSG00000150457,LATS2,ENSDARG00000078864,lats2
ENSG00000160233,LRRC3,ENSDARG00000078415,lrrc3
ENSG00000101115,SALL4,ENSDARG00000044485,sall4
ENSG00000175894,TSPEAR,ENSDARG00000089235,tspearb
ENSG00000175894,TSPEAR,ENSDARG00000077580,tspeara
ENSG00000151849,CENPJ,ENSDARG00000018121,cenpj
ENSG00000166200,COPS2,ENSDARG00000004785,cops2
ENSG00000101144,BMP7,ENSDARG00000063230,bmp7b
ENSG00000101144,BMP7,ENSDARG00000018260,bmp7a
ENSG00000179133,C10orf67,ENSDARG00000076896,si:dkey-188g12.1
ENSG00000198610,AKR1C4,ENSDARG00000099728,zgc:56622
ENSG00000198610,AKR1C4,ENSDARG00000004167,zgc:110366
ENSG00000198610,AKR1C4,ENSDARG00000035257,akr1a1a
ENSG00000198610,AKR1C4,ENSDARG00000054934,zgc:101765
ENSG00000198610,AKR1C4,ENSDARG00000044544,zgc:110782
ENSG00000125533,BHLHE23,ENSDARG00000037588,bhlhe23
ENSG00000050130,JKAMP,ENSDARG00000028581,jkamp
ENSG00000179242,CDH4,ENSDARG00000015002,cdh4
ENSG00000184787,UBE2G2,ENSDARG00000025404,ube2g2
ENSG00000100359,SGSM3,ENSDARG00000019038,sgsm3
ENSG00000172728,FUT10,ENSDARG00000100322,fut10
ENSG00000199767,RNU6-78P,ENSDARG00000110824,CR381657.2
ENSG00000156687,UNC5D,ENSDARG00000092722,unc5da
ENSG00000156687,UNC5D,ENSDARG00000061541,unc5db
ENSG00000180730,SHISA2,ENSDARG00000088232,shisa2b
ENSG00000133105,RXFP2,ENSDARG00000019660,rxfp2b
ENSG00000133105,RXFP2,ENSDARG00000032820,rxfp2a
ENSG00000101079,NDRG3,ENSDARG00000010052,ndrg3b
ENSG00000101079,NDRG3,ENSDARG00000013087,ndrg3a
ENSG00000136750,GAD2,ENSDARG00000015537,gad2
ENSG00000137834,SMAD6,ENSDARG00000053209,smad6a
ENSG00000137834,SMAD6,ENSDARG00000031763,smad6b
ENSG00000186866,POFUT2,ENSDARG00000045175,pofut2
ENSG00000126785,RHOJ,ENSDARG00000020250,rhoj
ENSG00000137776,SLTM,ENSDARG00000052728,sltm
ENSG00000133422,MORC2,ENSDARG00000028539,morc2
ENSG00000180008,SOCS4,ENSDARG00000078509,socs4
ENSG00000180008,SOCS4,ENSDARG00000089873,socs1b
ENSG00000140015,KCNH5,ENSDARG00000043220,kcnh5a
ENSG00000140015,KCNH5,ENSDARG00000069117,kcnh5b
ENSG00000107295,SH3GL2,ENSDARG00000039901,sh3gl2b
ENSG00000107295,SH3GL2,ENSDARG00000023600,sh3gl2a
ENSG00000150051,MKX,ENSDARG00000075450,mkxa
ENSG00000214042,IFNA7,ENSDARG00000069012,ifnphi2
ENSG00000214042,IFNA7,ENSDARG00000070676,ifnphi3
ENSG00000100647,SUSD6,ENSDARG00000030116,susd6
ENSG00000263761,GDF2,ENSDARG00000059173,gdf2
ENSG00000171858,RPS21,ENSDARG00000025850,rps21
ENSG00000169906,S100G,ENSDARG00000055589,s100t
ENSG00000169906,S100G,ENSDARG00000037425,s100a10a
ENSG00000169906,S100G,ENSDARG00000036773,s100s
ENSG00000169126,ODAD2,ENSDARG00000055128,armc4
ENSG00000183570,PCBP3,ENSDARG00000057141,zgc:110045
ENSG00000086102,NFX1,ENSDARG00000105669,NFX1
ENSG00000102218,RP2,ENSDARG00000044339,rp2
ENSG00000087510,TFAP2C,ENSDARG00000040606,tfap2c
ENSG00000012174,MBTPS2,ENSDARG00000057577,mbtps2
ENSG00000092964,DPYSL2,ENSDARG00000038974,FO904844.1
ENSG00000092964,DPYSL2,ENSDARG00000032083,dpysl2b
ENSG00000183628,DGCR6,ENSDARG00000005500,dgcr6
ENSG00000129521,EGLN3,ENSDARG00000032553,egln3
ENSG00000182798,MAGEB17,ENSDARG00000058212,ndnl2
ENSG00000083642,PDS5B,ENSDARG00000098897,pds5b
ENSG00000101361,NOP56,ENSDARG00000012820,nop56
ENSG00000138593,SECISBP2L,ENSDARG00000100084,CABZ01084603.1
ENSG00000189132,FAM47B,ENSDARG00000099767,fhdc2
ENSG00000189132,FAM47B,ENSDARG00000061778,fmn2b
ENSG00000102098,SCML2,ENSDARG00000012949,scml2
ENSG00000077943,ITGA8,ENSDARG00000078717,itga8
ENSG00000165389,SPTSSA,ENSDARG00000071203,sptssa
ENSG00000170345,FOS,ENSDARG00000031683,fosab
ENSG00000189306,RRP7A,ENSDARG00000098934,rrp7a
ENSG00000183690,EFHC2,ENSDARG00000004204,efhc2
ENSG00000107105,ELAVL2,ENSDARG00000040732,elavl2
ENSG00000184012,TMPRSS2,ENSDARG00000098686,tmprss2
ENSG00000175985,PLEKHD1,ENSDARG00000091349,plekhd1
ENSG00000100246,DNAL4,ENSDARG00000088841,dnal4b
ENSG00000100246,DNAL4,ENSDARG00000031116,dnal4a
ENSG00000180182,MED14,ENSDARG00000009953,med14
ENSG00000253797,UTP14C,ENSDARG00000042520,UTP14C
ENSG00000102786,INTS6,ENSDARG00000013025,ints6
ENSG00000221890,NPTXR,ENSDARG00000071051,cbx6a
ENSG00000221890,NPTXR,ENSDARG00000097543,cbx6b
ENSG00000103657,HERC1,ENSDARG00000077901,herc1
ENSG00000137106,GRHPR,ENSDARG00000068264,grhpra
ENSG00000147454,SLC25A37,ENSDARG00000073743,slc25a37
ENSG00000101096,NFATC2,ENSDARG00000100927,nfatc2a
ENSG00000177669,MBOAT4,ENSDARG00000052110,mboat4
ENSG00000147459,DOCK5,ENSDARG00000001968,dock5
ENSG00000172671,ZFAND4,ENSDARG00000076703,zfand4
ENSG00000147119,CHST7,ENSDARG00000044341,chst7
ENSG00000171365,CLCN5,ENSDARG00000019693,clcn5a
ENSG00000171365,CLCN5,ENSDARG00000022466,clcn5b
ENSG00000119121,TRPM6,ENSDARG00000103454,trpm6
ENSG00000188779,SKOR1,ENSDARG00000062448,skor1b
ENSG00000188779,SKOR1,ENSDARG00000069030,skor1a
ENSG00000165898,ISCA2,ENSDARG00000038154,isca2
ENSG00000100324,TAB1,ENSDARG00000036613,tab1
ENSG00000129028,THAP10,ENSDARG00000002971,phc1
ENSG00000095777,MYO3A,ENSDARG00000010186,myo3a
ENSG00000140044,JDP2,ENSDARG00000040137,jdp2a
ENSG00000140044,JDP2,ENSDARG00000020133,jdp2b
ENSG00000104660,LEPROTL1,ENSDARG00000104871,LEPROTL1
ENSG00000171956,FOXB1,ENSDARG00000089042,foxb1a
ENSG00000171956,FOXB1,ENSDARG00000053650,foxb1b
ENSG00000122033,MTIF3,ENSDARG00000039649,mtif3
ENSG00000137880,GCHFR,ENSDARG00000098588,gchfr
ENSG00000125245,GPR18,ENSDARG00000062009,gpr18
ENSG00000128268,MGAT3,ENSDARG00000036619,mgat3b
ENSG00000128268,MGAT3,ENSDARG00000038069,mgat3a
ENSG00000132938,MTUS2,ENSDARG00000074984,
ENSG00000132938,MTUS2,ENSDARG00000062347,mtus2a
ENSG00000177689,MAGEB10,ENSDARG00000058212,ndnl2
ENSG00000196074,SYCP2,ENSDARG00000088950,sycp2
ENSG00000100335,MIEF1,ENSDARG00000060991,mief1
ENSG00000074410,CA12,ENSDARG00000045644,ca12
ENSG00000042317,SPATA7,ENSDARG00000075898,spata7
ENSG00000120907,ADRA1A,ENSDARG00000028725,adra1aa
ENSG00000102313,ITIH6,ENSDARG00000056037,itih6
ENSG00000102524,TNFSF13B,ENSDARG00000012945,tnfsf13b
ENSG00000165186,PTCHD1,ENSDARG00000018066,ptchd1
ENSG00000169895,SYAP1,ENSDARG00000012946,syap1
ENSG00000133878,DUSP26,ENSDARG00000103752,DUSP26
ENSG00000102043,MTMR8,ENSDARG00000008592,mtmr8
ENSG00000167034,NKX3-1,ENSDARG00000078280,nkx3-1
ENSG00000127870,RNF6,ENSDARG00000077955,rnf6
ENSG00000187051,RPS19BP1,ENSDARG00000091124,rps19bp1
ENSG00000008086,CDKL5,ENSDARG00000015240,cdkl5
ENSG00000134013,LOXL2,ENSDARG00000044074,loxl2b
ENSG00000134013,LOXL2,ENSDARG00000044010,loxl2a
ENSG00000157483,MYO1E,ENSDARG00000036179,myo1ea
ENSG00000132932,ATP8A2,ENSDARG00000077492,atp8a2
ENSG00000196092,PAX5,ENSDARG00000037383,pax5
ENSG00000130702,LAMA5,ENSDARG00000058543,lama5
ENSG00000168267,PTF1A,ENSDARG00000014479,ptf1a
ENSG00000131100,ATP6V1E1,ENSDARG00000014085,atp6v1e1a
ENSG00000131100,ATP6V1E1,ENSDARG00000030694,atp6v1e1b
ENSG00000104219,ZDHHC2,ENSDARG00000034757,zdhhc2
ENSG00000099256,PRTFDC1,ENSDARG00000014866,hprt1l
ENSG00000099256,PRTFDC1,ENSDARG00000074528,unm_sa821
ENSG00000099256,PRTFDC1,ENSDARG00000011683,prtfdc1
ENSG00000168300,PCMTD1,ENSDARG00000053152,pcmtd1
ENSG00000166128,RAB8B,ENSDARG00000068628,rab8b
ENSG00000166128,RAB8B,ENSDARG00000103934,megf8
ENSG00000154723,ATP5PF,ENSDARG00000077967,si:ch211-140m22.7
ENSG00000154723,ATP5PF,ENSDARG00000014313,atp5pf
ENSG00000154723,ATP5PF,ENSDARG00000089853,si:dkey-22n8.3
ENSG00000104765,BNIP3L,ENSDARG00000025468,bnip3la
ENSG00000104765,BNIP3L,ENSDARG00000028067,bnip3lb
ENSG00000151835,SACS,ENSDARG00000091042,sacs
ENSG00000151023,ENKUR,ENSDARG00000031248,enkur
ENSG00000099968,BCL2L13,ENSDARG00000096037,si:ch211-214j24.14
ENSG00000099968,BCL2L13,ENSDARG00000062370,bcl2l13
ENSG00000136770,DNAJC1,ENSDARG00000001940,dnajc1
ENSG00000166233,ARIH1,ENSDARG00000036870,arih1l
ENSG00000166233,ARIH1,ENSDARG00000003616,arih1
ENSG00000149657,LSM14B,ENSDARG00000025386,lsm14b
ENSG00000053770,AP5M1,ENSDARG00000031533,ap5m1
ENSG00000165443,PHYHIPL,ENSDARG00000070498,phyhiplb
ENSG00000165443,PHYHIPL,ENSDARG00000003998,phyhipla
ENSG00000197892,KIF13B,ENSDARG00000079731,kif13ba
ENSG00000197892,KIF13B,ENSDARG00000073859,kif13bb
ENSG00000087495,PHACTR3,ENSDARG00000019304,phactr3b
ENSG00000087495,PHACTR3,ENSDARG00000058243,phactr3a
ENSG00000160285,LSS,ENSDARG00000061274,lss
ENSG00000165548,TMEM63C,ENSDARG00000004158,tmem63c
ENSG00000265203,RBP3,ENSDARG00000059163,rbp3
ENSG00000265203,RBP3,ENSDARG00000096519,irbpl
ENSG00000137841,PLCB2,ENSDARG00000090381,PLCB2
